fbGroup, lat, lon 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-15T21:00:00-0500 
Boston Hassle, 42.306076, -71.107641, 2014-02-16T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-14T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-13T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-12T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-10T19:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-03-01T22:00:00-0500 
Boston Hassle, 42.4150197813, -71.1508569905, 2014-02-09T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-09T19:00:00-0500 
Boston Hassle, 42.2542307445, -71.7981522737, 2014-03-21T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-08T21:00:00-0500 
Boston Hassle, 42.3636033328, -71.1017284219, 2014-02-09T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-07T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-06T20:30:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-02-07T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-05T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-04T19:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-03T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-02-02T19:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-02-02T16:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-31T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-01-31 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-02-02T21:00:00-0500 
Boston Hassle, 42.312478, -71.101813, 2014-02-01T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-30T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-28T19:30:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-01-28T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-27T19:00:00-0500 
Boston Hassle, 42.3725576748, -71.1200580975, 2014-02-15 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-26T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-25T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-24T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-23T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-22T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-21T19:30:00-0500 
Boston Hassle, 42.3725576748, -71.1200580975, 2014-02-08T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-20T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-04-21T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-18T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-01-18T16:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-17T21:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-02-01T22:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-16T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-15T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-14T19:30:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-01-19T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-12T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-11T21:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2014-01-12T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-10T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-09T20:30:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-01-10T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-08T20:00:00-0500 
Boston Hassle, 42.379955, -71.10154, 2014-01-12T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-07T19:30:00-0500 
Boston Hassle, 42.3624934236, -71.09863923, 2014-01-29T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2014-01-07T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-06T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-05T19:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-01-04T22:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-04T21:00:00-0500 
Boston Hassle, 42.3971205968, -71.1230216771, 2014-01-03T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2014-01-03T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-31T18:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-30T19:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-31T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-29T19:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-28T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-27T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-28T16:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-26T20:30:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2014-01-04T22:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-22T19:00:00-0500 
Boston Hassle, 42.4059301708, -71.1321201186, 2013-12-21T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-21T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-20T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-21T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-19T20:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-18T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-17T19:30:00-0500 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-12-21T20:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-16T19:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-18T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-15T19:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-12-14T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-14T21:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-12-13T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-14T20:00:00-0500 
Boston Hassle, 42.3063407687, -71.1075747134, 2013-12-12T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-08T15:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-12-07T22:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-03T20:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-12-07T22:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-04T20:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-12-07T22:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-12-03T20:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2013-12-01 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-30T21:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-12-14T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-30T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-29T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-24T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-23T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-23T16:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-11-24T22:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-11-21T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-22T20:30:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-18T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-16T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-15T21:30:00-0500 
Boston Hassle, 42.3684008264, -71.1088292776, 2013-11-15T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-11-24T22:00:00-0500 
Boston Hassle, 42.3061968867, -71.1078152178, 2013-11-12 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-12T20:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2013-11-09T20:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-06T20:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-11-02T19:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-02T16:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-11-03T21:00:00-0500 
Boston Hassle, 42.3063498826, -71.1075636012, 2013-10-28T20:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-10-27T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-10-26T16:00:00-0400 
Boston Hassle, 42.3897128883, -71.1060242556, 2013-10-24T19:00:00-0400 
Boston Hassle, 42.373901, -71.235092, 2013-11-02 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-11-02T22:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-10-22 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-10-21T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-20T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-11-02T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-18T21:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-11-01T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-17T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-10-18T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-16T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-15T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-14T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-13T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-11T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-10T20:30:00-0400 
Boston Hassle, 42.3662084992, -71.1052187701, 2013-10-12T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-09T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-10-13T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-10-13T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-08T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-07T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-06T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-05T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-04T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-03T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-10-12T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-02T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-10-01T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-30T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-29T19:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-28T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-27T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-26T20:30:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-10-02T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-24T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-23T19:00:00-0400 
Boston Hassle, 42.3562767042, -71.0556869556, 2013-09-22T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-21T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-19T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-18T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-17T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-16T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-14T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-13T21:00:00-0400 
Boston Hassle, 42.365994, -71.105008, 2013-09-12T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-12T20:30:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2013-09-14T19:30:00-0400 
Boston Hassle, 42.3662084992, -71.1052187701, 2013-10-12T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-10T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-07T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-09-07T22:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-09-03T19:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-08-31T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-09-07T22:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-08-30T20:00:00-0400 
Boston Hassle, 42.3897128883, -71.1060242556, 2013-08-30T17:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-08-28T20:00:00-0400 
Boston Hassle, 42.3724740216, -71.1217062874, 2013-08-26 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-08-26T20:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-25T20:00:00-0400 
Boston Hassle, 42.351072876, -71.1381154548, 2013-08-24T11:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-24T20:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-24T20:00:00-0400 
Boston Hassle, 42.3639569237, -71.1013460128, 2013-08-21T22:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-20T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-08-20T19:30:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2013-09-14T19:30:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-20T20:00:00-0400 
Boston Hassle, 42.3724740216, -71.1217062874, 2013-08-19T20:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-25T20:00:00-0400 
Boston Hassle, 42.353426957, -71.0591561775, 2013-08-23T22:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-15T20:30:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-08-30T20:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-08-07T22:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-15T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-08-06T19:30:00-0400 
Boston Hassle, 42.3724740216, -71.1217062874, 2013-08-05T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-08-03T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-08-03T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-08-03T22:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-24T20:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-07-23T21:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-08-20T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-08-03T22:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2013-07-25T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-07-26T22:00:00-0400 
Boston Hassle, 42.3551867435, -71.1325625618, 2013-07-24T20:00:00-0400 
Boston Hassle, 42.371257, -71.097175, 2013-07-13T21:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-07-12T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-07-11T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-07-06T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-07-06T22:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-07-03T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-07-06T22:00:00-0400 
Boston Hassle, 42.3626071693, -71.0990304814, 2013-06-30T15:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2013-06-26T20:30:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2013-06-26T20:30:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-07-23T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-07-11T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-06-16T18:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-06-16T18:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-06-13T20:30:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-06-12T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-06-16T18:00:00-0400 
Boston Hassle, 42.3367758855, -71.1515868566, 2013-07-12T20:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-06-05T22:00:00-0400 
Boston Hassle, 42.3684008264, -71.1088292776, 2013-07-12T21:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-06-05T21:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-06-05T22:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-06-05T21:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2013-06-26T20:30:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-06-05T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-06-01T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-06-01T22:00:00-0400 
Boston Hassle, 42.305196, -71.11445, 2013-05-30T18:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2013-05-30T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-05-21T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2013-06-18T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-06-01T22:00:00-0400 
Boston Hassle, 42.305196, -71.11445, 2013-05-12T20:00:00-0400 
Boston Hassle, 42.305196, -71.11445, 2013-05-12T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-05-10T21:00:00-0400 
Boston Hassle, 42.305196, -71.11445, 2013-05-12T20:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-06-05T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-05-20T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-05-04T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-05-04T22:00:00-0400 
Boston Hassle, 42.371298266, -71.1162388478, 2013-05-03T19:00:00-0400 
Boston Hassle, 42.305196, -71.11445, 2013-04-28T21:00:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2013-05-05T18:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-05-04T22:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2013-05-30T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-05-21T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-05-04T22:00:00-0400 
Boston Hassle, 42.3781967117, -71.0946327601, 2013-04-19T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-04-18T20:30:00-0400 
Boston Hassle, 42.3638680574, -71.1014775668, 2013-04-18T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-04-13T22:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-09T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-04-09T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-09T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-04-06T22:00:00-0400 
Boston Hassle, 42.371298266, -71.1162388478, 2013-05-03T19:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-04-06T22:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-04-01T21:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-04-03T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-04-13T22:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-05-20T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-05-20T21:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-04-01T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-03-15T20:00:00-0400 
Boston Hassle, 42.3638680574, -71.1014775668, 2013-04-18T20:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-04-13T22:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-09T20:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-04-01T21:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-03-14T20:30:00-0400 
Boston Hassle, 42.3638680574, -71.1014775668, 2013-03-12T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-04-14T17:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-03-08T22:00:00-0500 
Boston Hassle, 42.3737166305, -71.1004892343, 2013-03-08T19:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-03-07T20:30:00-0500 
Boston Hassle, 42.3638680574, -71.1014775668, 2013-03-12T20:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2013-03-06T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-03-08T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-03-02T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-04-06T22:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-03-02T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-03-02T22:00:00-0500 
Boston Hassle, 42.3501215142, -71.1307893762, 2013-03-19T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2013-02-15T19:00:00-0600 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-02-09T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-02-09T22:00:00-0500 
Boston Hassle, 42.3624934236, -71.09863923, 2013-02-06T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-02-09T22:00:00-0500 
Boston Hassle, 42.3823055527, -71.0793671383, 2013-02-02T21:30:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-01-30T20:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-02-09T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-03-02T22:00:00-0500 
Boston Hassle, 42.3736395046, -71.1000108605, 2013-02-09T22:00:00-0500 
Boston Hassle, 42.3648773125, -71.1003825582, 2013-01-25 
Boston Hassle, 42.3638680574, -71.1014775668, 2013-01-20T20:00:00-0500 
Boston Hassle, 42.3626071693, -71.0990304814, 2013-01-15T21:00:00-0500 
Boston Hassle, 42.3450696106, -71.0958704895, 2013-01-15T22:00:00-0500 
Boston Hassle, 42.3490895342, -71.1528760586, 2013-01-25T21:00:00-0500 
Boston Hassle, 42.3450696106, -71.0958704895, 2013-01-15T22:00:00-0500 
Boston Hassle, 42.3624934236, -71.09863923, 2013-01-02T22:00:00-0500 
Boston Hassle, 42.3560237181, -71.1325366598, 2012-12-31T20:30:00-0500 
Boston Hassle, 42.3476462067, -71.0836835891, 2012-12-31T19:30:00-0500 
Boston Hassle, 42.37381, -71.10009, 2012-12-22T22:00:00-0500 
Boston Hassle, 42.37381, -71.10009, 2012-12-22T22:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2012-12-11T20:00:00-0500 
Boston Hassle, 42.3624934236, -71.09863923, 2012-12-05T22:00:00-0500 
Boston Hassle, 42.3684008264, -71.1088292776, 2012-12-05T22:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-12-02T20:00:00-0500 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-12-05T21:00:00-0500 
Boston Hassle, 42.3063480898, -71.1076025885, 2012-12-11T20:00:00-0500 
Boston Hassle, 42.37381, -71.10009, 2012-12-22T22:00:00-0500 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-12-05T21:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-12-02T20:00:00-0500 
Boston Hassle, 42.3529204582, -71.1325774584, 2012-11-30T20:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-11-13T21:00:00-0500 
Boston Hassle, 42.335164828, -72.6732517338, 2012-11-11T20:30:00-0500 
Boston Hassle, 42.3529204582, -71.1325774584, 2012-11-30T20:00:00-0500 
Boston Hassle, 42.335164828, -72.6732517338, 2012-11-11T20:30:00-0500 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-11-12T21:00:00-0500 
Boston Hassle, 42.3582874046, -71.1095876937, 2012-11-08T19:30:00-0500 
