Shuffle ID,Group ID,Post ID,https://www.facebook.com/Group ID_Post ID
426,57795809271,10151416988659272,https://www.facebook.com/57795809271_10151416988659272
433,301986473149390,966820739999290,https://www.facebook.com/301986473149390_966820739999290
1568,57795809271,10152589086859272,https://www.facebook.com/57795809271_10152589086859272
384,57795809271,10152090798244272,https://www.facebook.com/57795809271_10152090798244272
920,301986473149390,935893606425337,https://www.facebook.com/301986473149390_935893606425337
1388,57795809271,10150330354434272,https://www.facebook.com/57795809271_10150330354434272
403,301986473149390,937887996225898,https://www.facebook.com/301986473149390_937887996225898
499,301986473149390,935924179755613,https://www.facebook.com/301986473149390_935924179755613
1420,301986473149390,910046479010050,https://www.facebook.com/301986473149390_910046479010050
1473,301986473149390,955829417765089,https://www.facebook.com/301986473149390_955829417765089
952,301986473149390,10152715765234894,https://www.facebook.com/301986473149390_10152715765234894
1165,301986473149390,921999297814768,https://www.facebook.com/301986473149390_921999297814768
1065,57795809271,10152284311949272,https://www.facebook.com/57795809271_10152284311949272
1695,57795809271,10150330354049272,https://www.facebook.com/57795809271_10150330354049272
634,301986473149390,923559384325426,https://www.facebook.com/301986473149390_923559384325426
163,57795809271,10152456430719272,https://www.facebook.com/57795809271_10152456430719272
